,id,order_number,question,label_1,label_2,label_predict
3024,3025,W156613220170929130258,13365606181  改59元套餐4G系统显示有未完成订单，请后台协处4G流水号15201709290048541733 ,,,订单卡单
3025,3026,W156613220171018170120,18133645172用户为外国公民办理销户提示证件号码与一正五号中不一致,,,拆机/销户系统校验不通过
3026,3027,W3401845020170926152611,请问     手机终端为勘用料，怎么下库？  能不能直接下，必须走稽核系统吗？,,,串码释放
3027,3028,W3413246420171026151106,用户改不限量，订单258397557确定缴费后出现弹窗，弹窗内容为：调用集团缴费通知接口返回失败！流水号20171026150659556675；030014.收费建档后修正数据失败！营业受理后台调用营销资源接口异常。,,,订单卡单
3028,3029,W3413246420171031115656,用户手机号码18155168987，改不限量进入集团系统提示省份异常，对象中存在多个相同的集团销售品实例，请处理,,,改签不限量套餐
3029,3030,W3413304920171013132547,工号:H8489854，门店受理时因系统原因人像检验反复不通过，申请为该工号临时开通授权免检验权限，烦请审批！订单号:253046356 341226197709251030   253264037 341282199104114332 253804715 340403200111103623 253799504 342225199203245331,,,人像采集报错
3030,3031,W3416929820171031133830,15201710310050312287   购物车流水号 改套餐时出现这个 麻烦处理下17755526437,,,订单删单/撤单
3031,3032,W900080820170926191816,用户过户到公司名下，过不去,,,受理报错
3032,3033,W900080820170930162429,营业厅服务攻坚：改套餐系统无反映,,,受理报错
3033,3034,W900080820171002164427,营业厅服务攻坚：18955169478改套餐提示未实名  已办理过实名制 ,,,受理报错
3034,3035,W900080820171003145433,营业厅服务攻坚：18155153874改套餐又出现非实名制用户不可办理,,,受理报错
3035,3036,W900185520171010101334,"业务号：IPTV5592017369632光猫消耗的订单下填的为itv号码,光猫消耗的订单下填的为itv号码,光猫消耗的订单下填的为itv号码    559134997339    在服保系统返销的时候找不到单子,烦请转省企业信息化部->企信部合作维护支撑班组->业务支撑团队合作班组  孙文冠 ",,,IPTV退单、删单
3036,3037,W900185620171013111405,18075481306  套餐199省内不限量，副卡功能包（乐享4G副卡功能包_201410） 误点退订，烦请帮忙恢复。,,,改签不限量套餐
3037,3038,W900186820171013091416,17355929907    购物车有单子，麻烦拆除，谢谢,,,订单删单/撤单
3038,3039,W900194020171024111556,休宁两串号A000006AB0EDE1，A000006AB0DDB1受理抵用卷核销时提示资源销售品定义数据缺失或终端信息不存在，但串号是正常的，请处理,,,串码释放
3039,3040,W900195220170929172918,18055951760  预配卡激活一直在开通中，麻烦处理下,,,订单待峻工
3040,3041,W900195220170929172952,18055951760 预配卡激活为什么一直在开通中,,,订单待峻工
3041,3042,W900195220170929185313,"麻烦看下，人像采集，提示这个,号码： 15385423570 ",,,人像采集报错
3042,3043,W900195220170929185414,"麻烦看下，人像采集，提示这个,号码： 15385423570 ",,,人像采集报错
3043,3044,W900244520171012091746,界首新开门店申请易支撑工号，清单见附件 咨询市公司 需要增加易支撑权限的直接通过易支撑发提问到省企信吕娟，并说明需要增加的角色,,,工号权限/密码
3044,3045,W900248020170925094048,串码已解绑，串码还是不管用，系统显示串码不在空闲状态。,,,串码释放
3045,3046,W900248020170927102705,18005688799进入4G变更套餐时 出现乱码 帮忙处理  乱码如下 错误编码【080015】省份异常：【transactionID=1000000200201709261531366611】【省份错误】省份上传的第10个prodInst对象中存在多个相同的集团产品实例【id=993000150068159771】!【省份错误】省份上传的第11个prodInst对象中存在多个相同的集团产品实例【id=993000150068159771】!【transactionID=1000000200201709,,,受理报错
3046,3047,W900249520171022092519,4829982购物车没有订单，变更应用功能有无条件呼叫转移[预实例状态]，麻烦帮忙处理，谢谢。,,,订单删单/撤单
3047,3048,W900250920171018143248,订单号164628882删除订单 谢谢,,,订单删单/撤单
3048,3049,W900251020171009154258,18054062216用户拆机，退订：政企综合VPN个性化套餐，200905,,,拆机/销户系统校验不通过
3049,3050,W900255120170927093947,由于工号权限有限，18010951509_4G副卡功能包无法添加，请给予添加，谢谢,,,工号权限/密码
3050,3051,W900255820171007162350,18055815552修改套餐(套餐ID:184902015)失效时间为2017年10月31日 18949098281修改套餐(套餐ID:192555942)失效时间为2017年10月31日,,,受理报错
3051,3052,W900272820171023105037,15357625034，15357623154帮忙给解冻,,,OCS冷冻期解冻
3052,3053,W900274320171029102432,17764306653用户宽带跟IPTV提示不在同一账户内帮忙处理下谢谢,,,IPTV退单、删单
3053,3054,W900281620171021095016,15357681987办理销户，提示错误编码【080015】省份异常：【transactionID=1000000200201710211518038340】安徽省阜阳市未查到有效的18155861729手机移动用户【transactionID=1000000200201710211518038340】安徽省阜阳市未查到有效的18155861729手机移动用户_【transactionID=1000000200201710211518038340】安徽省阜阳市未查到有效的18155861729手机移动用户,,,受理报错
3054,3055,W900282720171006153925,麻烦删除订单号164105793.164105671,,,订单删单/撤单
3055,3056,W900283620171012114510,15357606636集团4G办理套餐变更报错息[103.38]2017/10/12 11:44:40 错误编码【080015】省份异常：【transactionID=1000000200201710121589361190】【省份错误】省份上传的第2个offerResInstRel对象中缺少mktResType!!!【transactionID=1000000200201710121589361190】【省份错误】省份上传的第2个offerResInstRel对象中缺少mktResType!!!_【tr,,,受理报错
3056,3057,W900285920171010092229,申请给新增人力资源编码的渠道经理申请小前台工号，请给予处理，谢谢！,,,工号权限/密码
3057,3058,W900286720171014165632," 【更多】  【详细信息】 异常信息： {""resultCode"":""-1"",""resultMsg"":""建档环节进行证号关系预占失败，CSB流水:1000000200201710141596972079。更多报错信息：校验不通过：存在不同的证号关系，请确认删除原有证号关系以后，进行新的操作！号码[17755838565]已有关系(证件类型_证件号)：[1_542326198801174611]建档环节进行证号关系预占失败，CSB流水:1000000200201710141596972079。更多报错信息：",,,订单删单/撤单
3058,3059,W900288420171009094952,"错误编码【080015】省份异常：产品信息查询出错【transactionID=1000000200201710091580009514】号码[15357602698]对应主销售品实体或接入产品与主销售品关系实体信息未返回,请省份核实！【transactionID=1000000200201710091580009514】号码[15357602698]对应主销售品实体或接入产品与主销售品关系实体信息未返回,请省份核实！_产品信息查询出错【transactionID=10000002002017100915",,,受理报错
3059,3060,W900288420171013092649,"错误编码【080015】省份异常：产品信息查询出错【transactionID=1000000200201710131591737222】号码[15357602698]对应主销售品实体或接入产品与主销售品关系实体信息未返回,请省份核实！【transactionID=1000000200201710131591737222】号码[15357602698]对应主销售品实体或接入产品与主销售品关系实体信息未返回,请省份核实！_产品信息查询出错【transactionID=10000002002017101315",,,受理报错
3060,3061,W900288520171017172744,W9002885麻烦帮为此工号在外呼系统加个解锁权限,,,工号权限/密码
3061,3062,W900293920171019123425,客户办理过户时提示有呆坏账 请问如果缴纳或减免,,,过户不成功
3062,3063,W900308120170928160724,15345680044已做了不限量副卡优惠，还出现10元副卡请处理，用户已投诉,,,改签不限量套餐
3063,3064,W900364920171016164225,工号H8515583请帮忙添加翼支撑权限,,,工号权限/密码
3064,3065,W900392420170928160227,13305618988用户号码被疑似虚假登记，现在此客户实名不成功，提示证件下有多个号码，查询为以下几个号码13305611023、13305619080、13309619879、13355613028、13335619298客户否认办理也不知情，现在找营业厅受理单号码13305618988实名复机不成功，烦请支撑协助核实原因并解决，谢谢,,,非实名/疑似虚假登记停机
3065,3066,W900392420171024163443,H8150784请协查CRM工号人员信息，谢谢 ,,,工号权限/密码
3066,3067,W900392820170919173713,17356162336用户接收的是校内信号，使用流量时却未通过校内走，而是额外计费了，用户不解，烦请给予核查，清单已上传,,,流量费用争议
3067,3068,W900396220171012100127,外呼工号71034097因为密码输错3次之上不能使用，请后台协助解锁。,,,工号权限/密码
3068,3069,W900401620171008154434,13395611736   变更用户证件的时候老是分拣失败,,,受理报错
3069,3070,W900401720171006144638,18956168766  改套餐老是过不去，请帮忙处理谢谢,,,受理报错
3070,3071,W900404020171022134556,18119827666 降低为199元套餐，改不过去，总报错提示见截图，请协助处理。谢谢！,,,受理报错
3071,3072,W900404020171028162938,13309618109 拆机总报错，见截图。请协助处理。谢谢！,,,受理报错
3072,3073,W900410520171016162411,用户号码18110321250，系统提示疑似虚假登记停机，犹豫用户欠费，不能办理业务，营业部工号不能复机，提示失败，，请支撑帮忙处理,,,非实名/疑似虚假登记停机
3073,3074,W900481120171016171405,号码18155551551订单号74829160，换卡卡单，麻烦处理,,,订单卡单
3074,3075,W900481120171016171440,号码18155551551订单号74829160，换卡卡单，麻烦处理,,,订单卡单
3075,3076,W900484720171017143536,"宋工，马鞍山新申请外呼工号W9433050，麻烦帮忙配置权限，具体权限如下，谢谢！ 听录音权限,质检权限,公告发送权限,公告便签配置权限,报表权限,短信模版添加权限,黑名单添加权限 。 ",,,工号权限/密码
3076,3077,W900487220171030171535,75067396  卡单 麻烦帮我竣工,,,订单卡单
3077,3078,W900491220171020160233,"74885969,74887328麻烦撤单，谢谢",,,订单删单/撤单
3078,3079,W900491220171025134901,"255501931135,256501715539麻烦合并，保留255501931135 谢谢",,,客户编码合并
3079,3080,W900491220171025162629,"255500473505,255558628968麻烦合并，保留255500473505 ",,,客户编码合并
3080,3081,W900491220171026095108,IPTV5552015332907用户改套餐，显示与承载宽带不是同一合同号，账户合同号是一致的，但是单子过不去，麻烦处理下，谢谢！,,,受理报错
3081,3082,W900491220171026102923,"KDYX55520181574048,IPTV5552015332907,IPTV5552016481396麻烦关联，谢谢！",,,IPTV退单、删单
3082,3083,W900491220171031150235,"255508150190,255508496166麻烦合并，保留255508496166,谢谢 ",,,客户编码合并
3083,3084,W900491220171031160545,53214360麻烦撤单，谢谢,,,订单删单/撤单
3084,3085,W900493820171013101547,外线王永林，工号W9005442，翼运维无法预约，,,,工号权限/密码
3085,3086,W900522220171010114812,IPTV5552017570740卡单麻烦处理,,,订单卡单
3086,3087,W900556720171001161937,麻烦将订单号111429990直接报竣，方便更改套餐，谢谢,,,订单卡单
3087,3088,W900556720171006115533,麻烦将订单号74859296直接删单，谢谢,,,订单删单/撤单
3088,3089,W900556720171013121354,用户司红康17719395806来营业厅办理过户至自己的个人名下，但是提示不可办理，经查询用户身份证只有5个号码，麻烦帮忙核查，谢谢。,,,过户不成功
3089,3090,W900556720171015144754,麻烦将订单号114140962直接报竣，谢谢,,,订单卡单
3090,3091,W900556720171020113838,麻烦将订单号114300793直接报竣，谢谢,,,订单卡单
3091,3092,W900556720171023135944,麻烦将订单号96406188直接报竣，谢谢,,,订单卡单
3092,3093,W900556720171026145321,麻烦将订单号184435128，184426090直接删单，谢谢,,,订单删单/撤单
3093,3094,W900556720171030163612,请帮忙删除在途单112189505     急急急    ,,,订单删单/撤单
3094,3095,W900581020171002103123,17730259716  网上办卡未竣工 请处理,,,订单卡单
3095,3096,W900581020171005144304,18056941690 拆机提示未完成的订单 请处理,,,订单卡单
3096,3097,W900581020171007154740,17309667585 显示上月拆机 但是用户称并没有办理注销。,,,拆机/销户系统校验不通过
3097,3098,W900581020171008114150,128781449 卡单 请处理,,,订单卡单
3098,3099,W900600520170926100055,身份证342422198808165809改套餐时提示改证件办理超过5个号码，不允许办理。实际上用户只有5个号码，没超过5张，请处理谢谢,,,受理报错
3099,3100,W900704320170927101115,18005649029手机一卡双号的号码18949816069退订 ，4G里也退订不了。,,,一卡双号退订
3100,3101,W900704320171020165048,今天下午我的工号W9007043不知道为什么不能处理分界面了，重启换浏览器都不管，还有换个电脑试了还是点不开。,,,工号权限/密码
3101,3102,W900711520171027163915,订单号：89178935卡单不竣工，请处理，谢谢。,,,订单卡单
3102,3103,W900714220171004093449,请把号码：KDYX55420161622418合并至客户编码：255464545701下，谢谢,,,客户编码合并
3103,3104,W900714220171011141325,1000108535086  卡类VC充值余额(帐户) 58.65元 调到默认余额，用户办理销户退预存，请处理 ,,,缴费未到账(第三方平台问题)
3104,3105,W900723920171013095451,报开工里面和以前不一样无法关联子工程，增加的发起验收界面是以前的报开工，点处理中工单但无法提交,,,工程类项目支撑
3105,3106,W900743120171021115001,"系统受理专线移机提示系统错误异常，请联系管理员，业务号码是HLWZX554201535133,，请看截图照片，请IT核实处理",,,受理报错
3106,3107,W900743120171021115116,"系统受理专线移机提示系统错误异常，请联系管理员，业务号码是HLWZX554201535133,，请看截图照片，请核实处理",,,受理报错
3107,3108,W900790620171001162840,改套餐出现乱码，请问怎么处理,,,受理报错
3108,3109,W900792920170925145346,上传照片提示一单清生成电子协议失败  麻烦处理,,,人像采集报错
3109,3110,W900800920171030132843,15305669980改199不限量加装第二部电视提示选择的承载宽带与itv产品不是同一合同账户，请问怎么处理,,,改签不限量套餐
3110,3111,W900802120170926171200,池州市楼外楼商务酒店固话人像采集上传老是出现订单没有证件照片信息，麻烦处理，谢谢！,,,人像采集报错
3111,3112,W900812220171008092330,新装199不限量出现最后一步这样,,,改签不限量套餐
3112,3113,W900817020171020154448,JTZF566112189  JTZF566112188 集团支付组每月分别多出账98元、49元，但查询集团支付组补贴费用并未超出，组内补贴号码也未超出，烦请核查下原因,,,流量费用争议
3113,3114,W900820020171002112828,18156674625单子正常的，受理单子怎么提示非实名制,,,未实名
3114,3115,W900835320171002105617,主卡15399571370不限量99套餐，副卡18155791370补录10元副卡功能可选包,,,改签不限量套餐
3115,3116,W900836420170930093900,15385767355不限量套餐副卡为什么没有10元副卡包,,,改签不限量套餐
3116,3117,W900836420170930173203,15398205069怎么没有没有10元副卡包,,,签转不限量副卡未享受优惠
3117,3118,W900837820171010092659,15391875951办理99不限量办理副卡系统没带出来10元/副卡功能包，全称：129及以下省内不限量副卡10元_201708.竣工后在可选包又加不上该可选包…请问怎么回事,,,改签不限量套餐
3118,3119,W900838420171001092940,15398205069怎么没有副卡10元功能包,,,签转不限量副卡未享受优惠
3119,3120,W900838420171001093501,15398205069怎么没有副卡10元功能包,,,签转不限量副卡未享受优惠
3120,3121,W900838420171001104712,13305673222换卡怎么不竣工？？,,,订单卡单
3121,3122,W900838620171004132204,客户编码255700379413归并到255709188129上,,,客户编码合并
3122,3123,W900838620171010174152,255702402820归并到255764429312上，谢谢,,,客户编码合并
3123,3124,W900838620171012134706,请帮忙释放卡号8986031714557001596，8986031714557001622，8986031714557001694,,,串码释放
3124,3125,W900840020171009165805,麻烦退订这个IPTV5572017714233套餐,,,IPTV退单、删单
3125,3126,W900840320171010155247,办理99不限量双机版，系统未自动带出129及以下省内不限量副卡10元可选包，请IT帮忙添加，谢谢！副卡号码：18949969321、18110709371、13365777396、17719300193,,,改签不限量套餐
3126,3127,W900847720171011082501,18134609103拆机提示该号码为固话的超级无绳副号码，不能拆机，请处理。急用，此号码跨省超一证五卡，请抓紧处理。,,,拆机/销户系统校验不通过
3127,3128,W900855120171028181140,你好！ 我办理的两户省内不限量99元+副卡，系统受理时没有带出，可选包-省内不限量副卡10元-201706，与用户联系不方便带证件来办理，请帮忙添加该可选包，谢谢! 号码:18949963928    18949166163,,,改签不限量套餐
3128,3129,W900855220171014173353,JTZF557118178变更系统过不去，已退单2次了 在竣工中,,,订单卡单
3129,3130,W900855520171003085347,17719333005拆不掉,,,拆机/销户系统校验不通过
3130,3131,W900859120171031145028,你好！ 我办理的省内不限量99元+副卡，系统受理时没有带出，可选包-省内不限量副卡10元-201706，与用户联系不方便带证件来办理，请帮忙添加该可选包，谢谢! 号码:15398210538。18156243639,,,改签不限量套餐
3131,3132,W900860020171030104152,你好！ 我办理的省内不限量99元+副卡，系统受理时没有带出，可选包-省内不限量副卡10元-201706，与用户联系不方便带证件来办理，请帮忙添加该可选包，谢谢! 号码:15345574266   17360846966     15391881285    18133741880    13345578915    17355746500    17760812171,,,改签不限量套餐
3132,3133,W900860020171031153259,你好！ 我办理的省内不限量99元+副卡，系统受理时没有带出，可选包-省内不限量副卡10元-201706，与用户联系不方便带证件来办理，请帮忙添加该可选包，谢谢! 号码:18949177650 18949965607 18949997109 13365770979 18110731765,,,改签不限量套餐
3133,3134,W900864420170930193131,订单号126964115，待发送帮处理下,,,订单卡单
3134,3135,W900864420171008090555,订单号126874815待发送状态无法拆机帮处理下 ,,,订单卡单
3135,3136,W900864420171010112348,18110705520无套餐无法销户 帮加下临时套餐市话0.1元,,,拆机/销户系统校验不通过
3136,3137,W900864420171011102645,订单号：127377526，手机变更应用功能待竣工状态帮处理下,,,订单卡单
3137,3138,W900864420171014091142,15399587516拆不掉机帮处理下,,,拆机/销户系统校验不通过
3138,3139,W900864420171018103724,KDYX55720172091985套餐待生效帮处理下 ,,,订单卡单
3139,3140,W900864420171022174809,18955761126号码2016年7月28日就拆机了，现在此号又显示出来了，18955761587办理过户没有受理停机业务现在套餐显示停机，帮处理下,,,拆机/销户系统校验不通过
3140,3141,W900864420171025102243,18955767866用户原129套餐现更改199不限量套餐有保底49元无法退订帮处理下退订下 ,,,改签不限量套餐
3141,3142,W900873720171011171558,"18133733002   受理时不能带出10元副卡功能包,麻烦支撑给予补录  ",,,签转不限量副卡未享受优惠
3142,3143,W900873720171023081704, 订单号127805897，昨天下午做的单子，一直到现在都未竣工，麻烦支撑看一下,,,订单卡单
3143,3144,W900873720171024110347,"13329079667  受理时不能带出10元副卡功能包,麻烦支撑给予补录",,,签转不限量副卡未享受优惠
3144,3145,W900874520171014151646,泗县国际大酒店工单现无流程麻烦处理IPTV5572017815540 IPTV5572017815526 IPTV5572017815486 IPTV5572017815397 KDYX55720171779898 KDYX55720171779883 IPTV5572017815337,,,订单卡单
3145,3146,W900881520171011154432,18055740322变更99元省内不限量套餐，副卡受理不上10元优惠包，截图如下：,,,改签不限量套餐
3146,3147,W900881520171030102603,29日 受理的订单：128080562异常，购物车无工单，申请给予核实处理，谢谢,,,订单删单/撤单
3147,3148,W900888020170918120029,4551508套餐过户做不过去，大后台不知道什么原因，麻烦看看 ,,,过户不成功
3148,3149,W900902420170922144743,因系统割接导致IPTV5572016558961 退单，请重新发送工单，谢谢！,,,IPTV退单、删单
3149,3150,W900910920171002125429,新装宽带，最后一步确定缴费用支付宝支付，钱已经扣了，但是系统还是显示待确认，需要缴费，新装号码18005579523,,,订单卡单
3150,3151,W900912920171012110120,17775072850新装不限量，加装不了副卡功能，帮忙处理一下，此号为副卡,,,改签不限量套餐
3151,3152,W900913520171003172655,13359070180从集团4G办理拆机手续，出现错误提示,,,受理报错
3152,3153,W900914120171011155727,不限量省内99元主卡18056222897现办理加装副卡18110729397.帮忙受理套餐  可选包 省内不限量副卡10元 201706.谢谢,,,改签不限量套餐
3153,3154,W900915120170930170658,查询宽带押金退出的工号KDYX55720151616683,,,工号权限/密码
3154,3155,W900915120170930180229,宽带拆机拆不掉ADS557200510439 ,,,拆机/销户系统校验不通过
3155,3156,W900915120171001155300,18155706976拆不掉,,,拆机/销户系统校验不通过
3156,3157,W900915120171003093809,18155792009拆不掉,,,拆机/销户系统校验不通过
3157,3158,W900915120171003110228,13329171013拆不掉,,,拆机/销户系统校验不通过
3158,3159,W900915120171008105446,13339073786拆不掉,,,拆机/销户系统校验不通过
3159,3160,W900915120171008112908,18949153467解冻,,,OCS冷冻期解冻
3160,3161,W900915120171008164927,15391862928拆不掉,,,拆机/销户系统校验不通过
3161,3162,W900915120171008171017,18900575610拆不掉,,,拆机/销户系统校验不通过
3162,3163,W900915120171009162423,18005578189拆不掉,,,拆机/销户系统校验不通过
3163,3164,W900915120171011100126,15375171056拆不掉,,,拆机/销户系统校验不通过
3164,3165,W900915120171011101327,17755711056拆不掉,,,拆机/销户系统校验不通过
3165,3166,W900915120171013153433,18155799833拆不掉,,,拆机/销户系统校验不通过
3166,3167,W900915120171017104701,13305676991变更199不限量套餐提示,,,改签不限量套餐
3167,3168,W900915120171030155908,KDYX55720141495975解冻,,,OCS冷冻期解冻
3168,3169,W900915120171031082951,19203836删除订单号,,,订单删单/撤单
3169,3170,W900916020171008113103,大后台补录订单保存失败  系统退出多次补录都不成功  订单号127191488  请帮忙处理一下 ,,,受理报错
3170,3171,W900916320171001112046,你好  13339073768  换卡不竣工，请处理一下,,,订单卡单
3171,3172,W900916320171002153224,你好，，18110445555改套餐提示 ,,,受理报错
3172,3173,W900924220170922084958,15375576827用户改套餐，副卡无法选择，进不去4G系统,,,受理报错
3173,3174,W900931220170829160515,18955756198帮忙处理现用户改套餐，已把所有补贴都取消了，现还是提示有补贴。请帮忙处理。见下面截图,,,受理报错
3174,3175,W900933120171011152331,18949991621这个是八月份交的  200没到账,,,缴费未到账(第三方平台问题)
3175,3176,W900934520171018150116,18156251363不限量99的副卡，17360832213不限量99的副卡从4G系统直接开的，都没有副卡10元的可选包，如图，今天开的15398246567副卡就有，,,,改签不限量套餐
3176,3177,W900943320171016092706,18075357879用户于2017年9月26日办理过户，过户前用户发票的主账户号码与过户后的主账户号码不一致，麻烦查询一下是哪位工号变更了用户的主账户号码，为谢！,,,过户不成功
3177,3178,W900944120171002101328,13339063432 此号码在改套餐时 出现对话框提示如图 请协助处理 谢谢,,,受理报错
3178,3179,W900949120170913134509,18010714357乡情网18无线替代套餐过户，为何固定电话6014138没有一起变更合同号，现在单独把电话过户又过不了，麻烦处理，谢谢,,,过户不成功
3179,3180,W900949120171002100951,18010714357乡情网18无线替代套餐过户，为何固定电话6014138没有一起变更合同号，现在单独把电话过户又过不了，麻烦处理，谢谢,,,过户不成功
3180,3181,W900951820171002160848,KDYX55620172391203前期IPTV割接退单到CRM，现用户要求安装，烦请重新发送。,,,IPTV退单、删单
3181,3182,W900962020171017154057,18156952680  更改套餐提示使用人姓名不能为空 但是添加不进去,,,受理报错
3182,3183,W900962320170830141711,请问终端预订ZDYD0600011196怎么取消,,,串码释放
3183,3184,W900964720171026110155,号码15349805892办理解挂业务，一直都在开通中，麻烦处理，谢谢,,,订单卡单
3184,3185,W900964720171026113920,改99省内不限量，因不小心变更合同号，故大后台退单，准备删单重做，删单后，新套餐一直处在待生效状态，故不能重新受理，号码18956994678.，订单号，145267748,,,订单删单/撤单
3185,3186,W900964720171028094733,号码18056947906刚刚办理疑似虚假用户复机，但现在打电话提示，此卡已超过有效期，麻烦处理。,,,非实名/疑似虚假登记停机
3186,3187,W900964820171010112646,18956953839此号码在小前台购物车里面没有单子，但在2.0购物车里面是竣工中，麻烦竣工一下,,,订单删单/撤单
3187,3188,W900968620171002140307,15357327990用户改199元省内不限量套餐，出现以下情况，请处理,,,改签不限量套餐
3188,3189,W900968620171014130815,请查下订单号129575718为什么是异常单？,,,订单卡单
3189,3190,W900968620171030113614,18955653817用户要求改99元省内不限量套餐，因老套餐上有个翼支付购机返还，不是我受理的，所以规则取消不了，请处理,,,改签不限量套餐
3190,3191,W900969720170920151007,客户订单号是119903002，人像采集不行,,,人像采集报错
3191,3192,W900969720171007140156,用户订单号是128684225，上传人像采集不行 ,,,人像采集报错
3192,3193,W900974220171011152605,套餐ID1211756285为黑名单套餐，本地网无权限修改   麻烦省公司帮忙修改为2017年10月1日，谢谢,,,工号权限/密码
3193,3194,W900977820171005174915,17754080313 师傅来电用户IPTV5562016748466查无账号联创查也没有，用户无法观看数字电视要求支撑，请联系师傅手机17754080313谢谢,,,IPTV退单、删单
3194,3195,W900977820171028123542,YJXQ2017100755618326185工单派单到辞职人员工号下，请帮忙转到L7441735工号下谢谢,,,工号权限/密码
3195,3196,W900977820171028124552,YJXQ2017100755618326160工单派单到辞职人员工号下，请帮忙转到L7441735工号下谢谢,,,工号权限/密码
3196,3197,W900977820171028130846,YJXQ2017100555618311757工单派单到辞职人员工号下，请帮忙转到L7441735工号下谢谢,,,工号权限/密码
3197,3198,W900982420170922134032,15385417154操银楼用户实名总是不行，回执单人像都上传，总是提示未完成无纸化操作？,,,订单卡单
3198,3199,W900982420171019093554,15391809888金灿，用户改299不限量后，但用户原299无法退订,,,改签不限量套餐
3199,3200,W900987320170926121813,定单号为63327601出现异常请求处理(6870159)，请求处理,,,受理报错
3200,3201,W901003920171009092227,集团支付号JTZF562114833下面的4个手机号码18955627302，17756262367，17756263087，15385416483没有支付，请求处理,,,电子流与易支撑重复派单
3201,3202,W901010120171002143457,17309661666这个号码上个月25号放在购物车未提交，今天提交受理的，为什么到下午还没有竣工？,,,订单删单/撤单
3202,3203,W901010120171022142023,工号H8513588上午还能用，下午一登陆小前台提示您的工号尚未登记手机号码是怎么回事？小前台登陆验证的手机号码一直是18055652637。,,,订单卡单
3203,3204,W901014120171012105944,W9010141无纸化我已经上传了，老是提示没有未完成操作,,,订单卡单
3204,3205,W901014120171013154243,该号码18134688358乐享4G副卡功能包及乐享10元副卡功能费可选包均为失效状态，烦请修改生效。,,,签转不限量副卡未享受优惠
3205,3206,W901019820170914094500,CRM受理业务，已传无纸化，提交订单提示未传，具体见附件，号码5206180,,,人像采集报错
3206,3207,W901030020171002090634,工号H8510838小前台无纸化操作提示错误，渠道经理重装还是不行。请帮忙协助处理。联系电话17330685118谢谢！,,,人像采集报错
3207,3208,W901031220171016110942,W9010312工号进不了资源管理系统，提示登录错误的本地网服务器，之前已出现两次，急等做资料，请处理谢谢,,,受理报错
3208,3209,W901047720170926144150,ADS55620080114006过户，200元宽带专款费用转默认余额，请转桐城业管孙晓丽,,,过户不成功
3209,3210,W901047720171001105905,请将18955619542套餐id：144801010待生效状态改为失效,,,订单卡单
3210,3211,W901047720171001122017,请将IPTV5562011215649套餐ID：144801404待生效状态改失效,,,订单卡单
3211,3212,W901047720171003083015,15357062086受理疑似虚假用户复机出现如图所示，无法定位，麻烦请处理,,,非实名/疑似虚假登记停机
3212,3213,W901047720171006094551,13335562330销户，网上充值转默认余额，请转桐城业管孙晓丽,,,缴费未到账(第三方平台问题)
3213,3214,W901047720171009100536,6567916过户，请将网上充值转新合同号1000150821199，请转桐城业管孙晓丽,,,缴费未到账(第三方平台问题)
3214,3215,W901047720171016144829,KDYX55620141803903年付费用通过网上充值，现申请网上充值转默认余额，请转桐城业管孙晓丽,,,缴费未到账(第三方平台问题)
3215,3216,W901047720171023093745,请将订单91473557撤单，联系不到原受理人,,,订单删单/撤单
3216,3217,W901048720171030131036,18156934881、18056218806主副卡，拆机卡单，请处理,,,订单卡单
3217,3218,W901049020171004152311,请将13329265449号码拆除(用户升级199号码未竣工)，请处理,,,订单卡单
3218,3219,W901060420171004115643,用户办理18905563199省内不限量套餐，将18175333919并进199套餐做副卡，提示有错误,,,改签不限量套餐
3219,3220,W901063120170929112507,老159用户升级199省内不限量套餐，用户用的是苹果5手机，不支持4G卡，现受理时提示更换4G卡，怎么处理？,,,改签不限量套餐
3220,3221,W901068420170929122845,改三个号码被用户身份证预占 麻烦释放该号码,,,串码释放
3221,3222,W901068420171007111141,麻烦释放此卡898603178455 6280530,,,串码释放
3222,3223,W901073720170925145234,单号127881969未竣工，麻烦处理下及时竣工。,,,订单卡单
3223,3224,W901077520170927104228,18900563466用户反映手机流量使用超出了，表示没有短信提醒导致流量超出，而且自己9号发送1081到10001查询流量使用情况过了两天11号才收到流量的使用情况，麻烦查询用户本月是否接收到短信提醒，并核实用户9号发出短信1081之后是否当时回复流量使用情况，,,,流量费用争议
3224,3225,W901077520171008174607,W9009620 烦请查工号的人员的姓名和部门 ,,,工号权限/密码
3225,3226,W901077520171023100227,用户在9月份要求改套餐，因是局方全员营销，套餐统一做成11月1日生效，10月份按不限量套餐人工核费，但因用户现已经超出15G转换为3G，现用户18005569568强烈要求后台将3G转换为4G。,,,流量费用争议
3226,3227,W901078720171001160425,CRM购物车提交单子提示缴费金额不得超过20000元，但是我只是提交一个光网客房的单子,,,订单删单/撤单
3227,3228,W901080320170919152033,望江漳湖四级厅驻厅商工号H8516983无自有厅取消规则权限！请查配此权限！联系15305569195,,,工号权限/密码
3228,3229,W901082520171014101053,号码13365768222，业管反馈靓号未上传回执单，为反馈晚考核受理人！现在系统中补录回执单无法上传，提示下面提示！一线无法补上传，请业管协助核查下！,,,人像采集报错
3229,3230,W901082520171024105403,号码：5224220，变更不限量套餐，提交订单后一直在购物车中，一直在开通中，已经20分钟了，麻烦处理下，订单不竣工，其他业务无法变更！,,,订单删单/撤单
